ind_default_prob,cdo2_tranche_0,cdo_tranche_0,cdo2_tranche_1,cdo_tranche_1,cdo2_tranche_2,cdo_tranche_2,cdo2_tranche_3,cdo_tranche_3,cdo2_tranche_4,cdo_tranche_4,cdo2_tranche_5,cdo_tranche_5,cdo2_tranche_6,cdo_tranche_6,cdo2_tranche_7,cdo_tranche_7,cdo2_tranche_8,cdo_tranche_8,cdo2_tranche_9,cdo_tranche_9,cdo2_tranche_10,cdo_tranche_10,cdo2_tranche_11,cdo_tranche_11,cdo2_tranche_12,cdo_tranche_12,cdo2_tranche_13,cdo_tranche_13,cdo2_tranche_14,cdo_tranche_14,cdo2_tranche_15,cdo_tranche_15,cdo2_tranche_16,cdo_tranche_16,cdo2_tranche_17,cdo_tranche_17,cdo2_tranche_18,cdo_tranche_18,cdo2_tranche_19,cdo_tranche_19,cdo2_tranche_20,cdo_tranche_20,cdo2_tranche_21,cdo_tranche_21,cdo2_tranche_22,cdo_tranche_22,cdo2_tranche_23,cdo_tranche_23,cdo2_tranche_24,cdo_tranche_24,cdo2_tranche_25,cdo_tranche_25,cdo2_tranche_26,cdo_tranche_26,cdo2_tranche_27,cdo_tranche_27,cdo2_tranche_28,cdo_tranche_28,cdo2_tranche_29,cdo_tranche_29,cdo2_tranche_30,cdo_tranche_30,cdo2_tranche_31,cdo_tranche_31,cdo2_tranche_32,cdo_tranche_32,cdo2_tranche_33,cdo_tranche_33,cdo2_tranche_34,cdo_tranche_34,cdo2_tranche_35,cdo_tranche_35,cdo2_tranche_36,cdo_tranche_36,cdo2_tranche_37,cdo_tranche_37,cdo2_tranche_38,cdo_tranche_38,cdo2_tranche_39,cdo_tranche_39,cdo2_tranche_40,cdo_tranche_40,cdo2_tranche_41,cdo_tranche_41,cdo2_tranche_42,cdo_tranche_42,cdo2_tranche_43,cdo_tranche_43,cdo2_tranche_44,cdo_tranche_44,cdo2_tranche_45,cdo_tranche_45,cdo2_tranche_46,cdo_tranche_46,cdo2_tranche_47,cdo_tranche_47,cdo2_tranche_48,cdo_tranche_48,cdo2_tranche_49,cdo_tranche_49,cdo2_tranche_50,cdo_tranche_50,cdo2_tranche_51,cdo_tranche_51,cdo2_tranche_52,cdo_tranche_52,cdo2_tranche_53,cdo_tranche_53,cdo2_tranche_54,cdo_tranche_54,cdo2_tranche_55,cdo_tranche_55,cdo2_tranche_56,cdo_tranche_56,cdo2_tranche_57,cdo_tranche_57,cdo2_tranche_58,cdo_tranche_58,cdo2_tranche_59,cdo_tranche_59,cdo2_tranche_60,cdo_tranche_60,cdo2_tranche_61,cdo_tranche_61,cdo2_tranche_62,cdo_tranche_62,cdo2_tranche_63,cdo_tranche_63,cdo2_tranche_64,cdo_tranche_64,cdo2_tranche_65,cdo_tranche_65,cdo2_tranche_66,cdo_tranche_66,cdo2_tranche_67,cdo_tranche_67,cdo2_tranche_68,cdo_tranche_68,cdo2_tranche_69,cdo_tranche_69,cdo2_tranche_70,cdo_tranche_70,cdo2_tranche_71,cdo_tranche_71,cdo2_tranche_72,cdo_tranche_72,cdo2_tranche_73,cdo_tranche_73,cdo2_tranche_74,cdo_tranche_74,cdo2_tranche_75,cdo_tranche_75,cdo2_tranche_76,cdo_tranche_76,cdo2_tranche_77,cdo_tranche_77,cdo2_tranche_78,cdo_tranche_78,cdo2_tranche_79,cdo_tranche_79,cdo2_tranche_80,cdo_tranche_80,cdo2_tranche_81,cdo_tranche_81,cdo2_tranche_82,cdo_tranche_82,cdo2_tranche_83,cdo_tranche_83,cdo2_tranche_84,cdo_tranche_84,cdo2_tranche_85,cdo_tranche_85,cdo2_tranche_86,cdo_tranche_86,cdo2_tranche_87,cdo_tranche_87,cdo2_tranche_88,cdo_tranche_88,cdo2_tranche_89,cdo_tranche_89,cdo2_tranche_90,cdo_tranche_90,cdo2_tranche_91,cdo_tranche_91,cdo2_tranche_92,cdo_tranche_92,cdo2_tranche_93,cdo_tranche_93,cdo2_tranche_94,cdo_tranche_94,cdo2_tranche_95,cdo_tranche_95,cdo2_tranche_96,cdo_tranche_96,cdo2_tranche_97,cdo_tranche_97,cdo2_tranche_98,cdo_tranche_98,cdo2_tranche_99,cdo_tranche_99,cdo2_tranche_100,cdo_tranche_100
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002004008016032064,1.0,1.0,0.9999999980592421,0.18176187033679392,0.5228143497954056,0.017457025022897033,0.0002124662505847974,0.0011255193139856345,3.380429269839169e-11,5.424250041574652e-05,0.0,2.0769126064523746e-06,0.0,6.570922095328058e-08,0.0,1.7653382089477532e-09,0.0,4.1091241520518906e-11,0.0,8.415490526658687e-13,0.0,1.532107773982716e-14,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004008016032064128,1.0,1.0,1.0,0.33075627011185094,0.98670105501144,0.061442897923461026,0.043881021562584,0.0077969746907635695,1.140396402088406e-06,0.000744928444211812,4.4075854077618715e-14,5.675089298895486e-05,0.0,3.5798306812218073e-06,0.0,1.920031029722935e-07,0.0,8.929925354728141e-09,0.0,3.656368541271604e-10,0.0,1.3338885551661406e-11,0.0,4.377609386096992e-13,0.0,1.2989609388114332e-14,0.0,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0060120240480961915,1.0,1.0,1.0,0.452841580140111,0.9999663401301222,0.12189898748291994,0.3999442391485134,0.022816376576482833,0.00033709014056759745,0.003239570389323876,4.946897336211009e-10,0.00036817391731613913,0.0,3.472142379268295e-05,0.0,2.7879692717780458e-06,0.0,1.9429583431040953e-07,0.0,1.1928170784436531e-08,0.0,6.527507423470524e-10,0.0,3.214795096795342e-11,0.0,1.436295526957565e-12,0.0,5.861977570020827e-14,0.0,2.220446049250313e-15,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008016032064128256,1.0,1.0,1.0,0.5528375458463004,0.9999999855206567,0.1914941485503816,0.8537262382123432,0.046956789632013884,0.012067408437932636,0.008802820139757972,2.7809174785176083e-07,0.0013261836938007754,2.475797344914099e-14,0.00016617222097348172,0.0,1.775324465214112e-05,0.0,1.6477511176615778e-06,0.0,1.3481081595489997e-07,0.0,9.836173764377065e-09,0.0,6.461192691986639e-10,0.0,3.851230445661713e-11,0.0,2.096878226609533e-12,0.0,1.0491607582707729e-13,0.0,4.884981308350689e-15,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01002004008016032,1.0,1.0,1.0,0.6347078579490677,0.9999999999984196,0.26497896923354913,0.988476911729322,0.07974030535279863,0.11498237995101168,0.01849405346240185,2.8464313929332796e-05,0.0034614460905180167,2.8339219859674358e-11,0.0005401296781681886,0.0,7.196999670178172e-05,0.0,8.33927076504537e-06,0.0,8.523558965300992e-07,0.0,7.773132626454071e-08,0.0,6.384326289854414e-09,0.0,4.759439509172125e-10,0.0,3.241662493991271e-11,0.0,2.0284884882926235e-12,0.0,1.1723955140041653e-13,0.0,6.328271240363392e-15,0.0,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.012024048096192383,1.0,1.0,1.0,0.7017109126349981,0.9999999999999999,0.3386815973834745,0.999699961575447,0.11998036689726244,0.42148805911263443,0.03303221035507675,0.0009169719366702855,0.007371040422241015,7.204046359454708e-09,0.0013747589288075623,3.3306690738754696e-16,0.00021928886415001347,0.0,3.044936358009842e-05,0.0,3.7322131444250672e-06,0.0,4.083756325323762e-07,0.0,4.025894251302731e-08,0.0,3.6033990236106206e-09,0.0,2.9473434803861664e-10,0.0,2.215283512185806e-11,0.0,1.5374368445009168e-12,0.0,9.892087149410145e-14,0.0,5.88418203051333e-15,0.0,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014028056112224447,1.0,1.0,1.0,0.7565242488264066,1.0,0.410115659758286,0.9999972067133609,0.1661510741645793,0.779337654243233,0.05276373966777492,0.01222817102634255,0.013642804645757733,6.270574189892741e-07,0.0029561102007188422,2.2926105458509483e-13,0.0005487078274292179,0.0,8.875696749177653e-05,0.0,1.2682778005257411e-05,0.0,1.6186908260440447e-06,0.0,1.8620636810240399e-07,0.0,1.9453742727826295e-08,0.0,1.857725528964238e-09,0.0,1.630496848648022e-10,0.0,1.3215539773625551e-11,0.0,9.933165401321276e-13,0.0,6.94999613415348e-14,0.0,4.551914400963142e-15,0.0,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01603206412825651,1.0,1.0,1.0,0.8013472186775645,1.0,0.4776766992112751,0.9999999898503754,0.21663082200424677,0.9565992538060305,0.0776899070481637,0.07905423439456194,0.0227926819942329,2.3887142894363222e-05,0.005619130531333227,4.874833869905615e-11,0.001188750656314963,0.0,0.00021940364845518534,0.0,3.5800243707861945e-05,0.0,5.220450565945889e-06,0.0,6.864201368417255e-07,0.0,8.19946768260138e-08,0.0,8.954804564531571e-09,0.0,8.990204136694047e-10,0.0,8.336353829463405e-11,0.0,7.169154159214486e-12,0.0,5.738742814287434e-13,0.0,4.285460875053104e-14,0.0,2.9976021664879227e-15,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018036072144288574,1.0,1.0,1.0,0.8379856657573204,1.0,0.5404083171483172,0.9999999999843457,0.26985585019870284,0.9957820775678726,0.10752437002893411,0.2770665410570672,0.03522060360637902,0.00046158465859114095,0.009722459039404496,4.617433102538371e-09,0.0023071823030904604,4.440892098500626e-16,0.0004782248340171602,0.0,8.770508870736826e-05,0.0,1.438301407774567e-05,0.0,2.1277530325436445e-06,0.0,2.8605332069719935e-07,0.0,3.516871704967173e-08,0.0,3.975529350164209e-09,0.0,4.1514069959447397e-10,0.0,4.020994648357146e-11,0.0,3.625544309215911e-12,0.0,3.0531133177191805e-13,0.0,2.4091839634365897e-14,0.0,1.7763568394002505e-15,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
